route,seq,name_en,name_tc,name_sc,location_en,location_tc,location_sc,lat,lng,path
14B,4,MUT WAH STREET,物華街,物华街,MUT WAH STO/S HOUSE NO.43,物華街43號對開,物华街43号对开,22.315176793,114.224967804,"[[""22.315176793"",""114.224967804""],[""22.315112452"",""114.224956075""],[""22.315143209"",""114.22507726""],[""22.315164623"",""114.225189095""],[""22.315169383"",""114.225281893""],[""22.315165813"",""114.225419903""],[""22.315147968"",""114.225486527""],[""22.315118225"",""114.22556148""],[""22.315089671"",""114.225624536""],[""22.315046841"",""114.225666176""],[""22.314980215"",""114.22569354""],[""22.314933817"",""114.225704249""],[""22.31487076"",""114.225701868""],[""22.314791049"",""114.225709007""],[""22.314672075"",""114.225741129""],[""22.314517411"",""114.225822031""],[""22.314115281"",""114.22600882""],[""22.313792865"",""114.226142068""],[""22.31236043"",""114.226760728""],[""22.312271199"",""114.226786902""],[""22.312191488"",""114.226832112""],[""22.312126052"",""114.226872563""],[""22.312071324"",""114.226927291""],[""22.312011839"",""114.227001054""],[""22.311706077"",""114.227473377""],[""22.31169061"",""114.227551899""],[""22.311690611"",""114.227620904""],[""22.311678714"",""114.227686339""],[""22.311638262"",""114.227731548""],[""22.311502633"",""114.227870747""]]"
14B,5,KWUN TONG STATION,觀塘站,观塘站,KWUN TONG ROADKWUN TONG STATION BUS TERMINUS,觀塘道觀塘站巴士總站,观塘道观塘站巴士总站,22.31160719,114.227664083,"[[""22.31160719"",""114.227664083""],[""22.311502633"",""114.227870747""],[""22.311434818"",""114.227940941""],[""22.311403885"",""114.227959977""],[""22.311356296"",""114.227964737""],[""22.311307517"",""114.228001617""],[""22.311250411"",""114.228067052""],[""22.311174267"",""114.228152713""],[""22.310943461"",""114.228502494""],[""22.310510399"",""114.229193727""],[""22.310435445"",""114.22940074""],[""22.310208206"",""114.229764798""]]"
14B,6,KWUN TONG SWIMMING POOL,觀塘游泳池,观塘游泳池,LEI YUE MUN ROADO/S KWUN TONG SWIMMING POOL,鯉魚門道觀塘游泳池,鲤鱼门道观塘游泳池,22.310206775,114.22976478,"[[""22.310206775"",""114.22976478""],[""22.310207381"",""114.229765435""],[""22.310153478"",""114.229852838""],[""22.310071388"",""114.229938499""],[""22.309816786"",""114.230318023""],[""22.309536008"",""114.230751084""],[""22.309185039"",""114.231282895""],[""22.308925678"",""114.231624348""],[""22.308707957"",""114.231833739""],[""22.308588984"",""114.231959851""],[""22.308266567"",""114.232234678""],[""22.307829936"",""114.232610633""],[""22.3078109"",""114.232653464""],[""22.307814468"",""114.232698673""],[""22.307825176"",""114.232745074""],[""22.307996497"",""114.232991348""],[""22.308008395"",""114.233040126""],[""22.308003635"",""114.233087715""],[""22.30798017"",""114.233133623""],[""22.307740706"",""114.233360164""],[""22.307564626"",""114.233521967""]]"
14B,7,LAM TIN STATION (ALIGHTING STOP),藍田站 (落客站),蓝田站 (落客站),LAM TIN STATION BUS TERMINUS(ALIGHTING STOP),藍田站巴士總站(落客站),蓝田站巴士总站(落客站),22.307670168,114.233508801,"[[""22.307670168"",""114.233508801""],[""22.307564626"",""114.233521967""],[""22.307421858"",""114.233649268""],[""22.307375459"",""114.23368258""],[""22.307342146"",""114.233695667""],[""22.307303033"",""114.233689314""],[""22.306940016"",""114.233636182""]]"
14B,8,LAM TIN STATION,藍田站,蓝田站,LAM TIN STATION BUS TERMINUS,藍田站巴士總站,蓝田站巴士总站,22.307158799,114.233540136,"[[""22.307158799"",""114.233540136""],[""22.306940016"",""114.233636182""],[""22.306889839"",""114.233628229""],[""22.306837491"",""114.233644885""],[""22.306763728"",""114.233709131""],[""22.306506745"",""114.233949456""],[""22.306475813"",""114.233967302""],[""22.306432983"",""114.233970871""],[""22.306368736"",""114.233963733""],[""22.306278317"",""114.233956595""],[""22.306209313"",""114.233991097""],[""22.305850015"",""114.234290909""],[""22.304798293"",""114.23521176""],[""22.304742375"",""114.235272437""],[""22.304703842"",""114.235352839""],[""22.304667423"",""114.235425913""],[""22.304631731"",""114.235469932""],[""22.304586635"",""114.23549674""],[""22.304531792"",""114.23552228""],[""22.304419959"",""114.235586525""],[""22.304299796"",""114.235687652""],[""22.304182012"",""114.23578759""],[""22.303365858"",""114.236444321""],[""22.302860222"",""114.236814327""],[""22.302579445"",""114.237042756""],[""22.30237957"",""114.237189092""],[""22.302050016"",""114.237402054""],[""22.30136235"",""114.237885085""],[""22.300888838"",""114.238175379""],[""22.300697292"",""114.238308629""],[""22.300518831"",""114.238407376""],[""22.300329665"",""114.238472812""]]"
14B,9,ST. ANTONIUS GIRLS' COLLEGE,聖安當女書院,圣安当女书院,LEI YUE MUN RDO/S LEI YUE MUN RD PLAYGROUND,鯉魚門道遊樂場對開,鲤鱼门道游乐场对开,22.300362013,114.238520123,"[[""22.300362013"",""114.238520123""],[""22.300329665"",""114.238472812""],[""22.299741937"",""114.238681014""],[""22.299483766"",""114.238761917""],[""22.298932922"",""114.238951083""],[""22.298428475"",""114.239129543""],[""22.298346385"",""114.239159287""],[""22.298244067"",""114.239221152""],[""22.298188149"",""114.239238998""]]"
14B,10,YAU TONG ESTATE,油塘,油塘,LEI YUE MUN ROADOPP TO L.P. AA4579-4,鯉魚門道燈柱 AA4579-4,鲤鱼门道灯柱 AA4579-4,22.298144164,114.239225152,"[[""22.298144164"",""114.239225152""],[""22.298188149"",""114.239238998""],[""22.298120335"",""114.239256845""],[""22.297989465"",""114.239269931""],[""22.295770618"",""114.240038497""],[""22.295645696"",""114.240076568""],[""22.295529103"",""114.240121778""],[""22.295444632"",""114.240174126""],[""22.295353895"",""114.240263178""],[""22.295304243"",""114.240339499""],[""22.295280449"",""114.240409693""],[""22.295272052"",""114.240461971""],[""22.295270588"",""114.24056263""],[""22.295303054"",""114.240686901""],[""22.295354212"",""114.240793976""],[""22.295414888"",""114.240876067""],[""22.295501738"",""114.240984333""],[""22.295634989"",""114.241096167""],[""22.296558219"",""114.241852836""],[""22.296637932"",""114.241882579""],[""22.2966879"",""114.241918271""]]"
14B,12,KO CHUN COURT,高俊苑,高俊苑,KO CHIU ROADOPP TO KO CHUN COURT,高超道高俊苑對面,高超道高俊苑对面,22.297943075,114.241074373,"[[""22.297943075"",""114.241074373""],[""22.297906183"",""114.241024783""],[""22.297884768"",""114.240928415""],[""22.297893097"",""114.24081777""],[""22.29788239"",""114.240760663""],[""22.297863354"",""114.240650019""],[""22.297874061"",""114.240571496""],[""22.297889527"",""114.240504871""],[""22.297921651"",""114.240450144""],[""22.29796567"",""114.240415642""],[""22.298008501"",""114.240415642""],[""22.298044193"",""114.240448954""],[""22.298088212"",""114.240491784""],[""22.298213134"",""114.240572686""],[""22.299144969"",""114.24116733""],[""22.299638432"",""114.241500676""],[""22.299818081"",""114.241629167""],[""22.299938243"",""114.241680325""],[""22.300057217"",""114.241706499""],[""22.300159067"",""114.241723377""],[""22.300378443"",""114.241754088""],[""22.300559283"",""114.241755279""],[""22.300849578"",""114.241729104""],[""22.301003052"",""114.241712448""],[""22.301095851"",""114.241683894""],[""22.301329038"",""114.241608941""],[""22.30153962"",""114.241536368""],[""22.301599108"",""114.241511383""],[""22.301657405"",""114.241500676""],[""22.301722839"",""114.241501866""],[""22.301784582"",""114.241506205""],[""22.301847761"",""114.241539937""],[""22.301891781"",""114.241556593""],[""22.301938181"",""114.241555403""],[""22.301979822"",""114.241543507""],[""22.302023758"",""114.241522295""],[""22.302060722"",""114.24148045""],[""22.302192782"",""114.241267489""],[""22.302355775"",""114.241014076""]]"
14B,999,LAM TIN (KWONG TIN EST.) B/T,藍田(廣田)總站,蓝田(广田)总站,LAM TIN (KWONG TIN ESTATE) B/T,藍田(廣田)巴士總站,蓝田(广田)巴士总站,22.302505187,114.241177753,"[[""22.302505187"",""114.241177753""]]"
14B,0,LAM TIN (KWONG TIN EST.) B/T,藍田(廣田)總站,蓝田(广田)总站,LAM TIN (KWONG TIN ESTATE) B/T,藍田(廣田)巴士總站,蓝田(广田)巴士总站,22.302505187,114.241177753,"[[""22.302505187"",""114.241177753""],[""22.302374811"",""114.24099623""],[""22.302408125"",""114.240954589""],[""22.302455713"",""114.240920087""],[""22.302497353"",""114.240911759""],[""22.302538994"",""114.240918897""],[""22.302594912"",""114.240941502""],[""22.302662727"",""114.240983143""],[""22.302718644"",""114.241025973""],[""22.302746008"",""114.241066424""],[""22.302768613"",""114.241124721""],[""22.30277694"",""114.241196106""],[""22.302762663"",""114.241269868""],[""22.30273768"",""114.241311509""],[""22.302681763"",""114.241357908""],[""22.302616326"",""114.2413936""],[""22.302437867"",""114.241466174""],[""22.302327222"",""114.241495917""],[""22.301984579"",""114.241556593""],[""22.301922714"",""114.241562542""],[""22.301841812"",""114.241573249""],[""22.301790653"",""114.241576818""],[""22.301726409"",""114.241586336""],[""22.301656215"",""114.241606563""],[""22.301574432"",""114.241636045""],[""22.301156527"",""114.241729104""],[""22.300839411"",""114.24178006""],[""22.300599733"",""114.241805247""],[""22.300456967"",""114.241820713""],[""22.300327286"",""114.241819523""],[""22.300115513"",""114.241773124""],[""22.299873916"",""114.241695224""],[""22.298165545"",""114.240630983""],[""22.298108437"",""114.240603619""],[""22.29803611"",""114.240598789""],[""22.297997794"",""114.240604809""],[""22.297961669"",""114.240626696""],[""22.297943065"",""114.240658346""],[""22.297932649"",""114.24069193""],[""22.29792165"",""114.240745197""],[""22.297939496"",""114.240887964""],[""22.297981137"",""114.241024784""],[""22.298003742"",""114.241108065""],[""22.298004931"",""114.241193725""],[""22.297996604"",""114.241247263""]]"
14B,1,KO CHUN COURT,高俊苑,高俊苑,KO CHIU ROADO/S HOME FOR THE AGEDAT L.P. E2544-7,高超道黃陳淑英紀念護理安老院對開燈柱E2544-7,高超道黄陈淑英纪念护理安老院对开灯柱E2544-7,22.29806773,114.241277011,"[[""22.29806773"",""114.241277011""],[""22.297996604"",""114.241247263""],[""22.297979947"",""114.241343631""],[""22.29796329"",""114.241445948""],[""22.297943066"",""114.241595855""],[""22.297927599"",""114.241735053""],[""22.297907374"",""114.241868302""],[""22.297882505"",""114.241977467""],[""22.297850267"",""114.242063418""],[""22.297791969"",""114.242170494""],[""22.297732484"",""114.242239498""],[""22.297669428"",""114.242288277""],[""22.297592095"",""114.242340625""],[""22.297518331"",""114.242370369""],[""22.297443379"",""114.242389404""],[""22.297355338"",""114.242396543""],[""22.297295852"",""114.242390594""],[""22.297229228"",""114.242372748""],[""22.297126911"",""114.242341815""],[""22.297049578"",""114.242295416""],[""22.296687899"",""114.241999173""]]"
14B,2,KO YEE ESTATE,高怡,高怡,KO CHIU RDOPP. TO KO YUEN HSE.L.P. E2556-6,高超道高遠樓對面燈柱E2556-6,高超道高远楼对面灯柱E2556-6,22.296681796,114.242026646,"[[""22.296681796"",""114.242026646""],[""22.296687899"",""114.241999173""],[""22.296455925"",""114.241809587""],[""22.295564842"",""114.241092365""],[""22.295444655"",""114.24096012""],[""22.295344718"",""114.240819733""],[""22.2952888"",""114.240731692""],[""22.295253108"",""114.240644841""],[""22.295228123"",""114.240567509""],[""22.295218606"",""114.240484228""],[""22.295235262"",""114.240381911""],[""22.295276903"",""114.240268886""],[""22.295299507"",""114.240201073""],[""22.295303077"",""114.240123739""],[""22.295280472"",""114.24003689""],[""22.295284041"",""114.239970264""],[""22.295314974"",""114.239925054""],[""22.295362564"",""114.239897691""],[""22.295413722"",""114.239884604""],[""22.2954625"",""114.239896502""],[""22.29551128"",""114.239929813""],[""22.295552921"",""114.239955987""],[""22.29560051"",""114.239959557""],[""22.295690929"",""114.239959557""],[""22.295794435"",""114.239938141""],[""22.295985982"",""114.239876275""],[""22.296403578"",""114.23972518""]]"
14B,3,LEI YUE MUN PLAZA,鯉魚門廣場,鲤鱼门广场,LEI YUE MUN ROADO/S/ LEI YUE MUN PLAZA,鯉魚門道鯉魚門廣場外,鲤鱼门道鲤鱼门广场外,22.29639205,114.239676233,"[[""22.29639205"",""114.239676233""],[""22.296403578"",""114.23972518""],[""22.296888988"",""114.239552669""],[""22.298304766"",""114.239072018""],[""22.299331504"",""114.238718668""]]"
14B,4,YAU TONG ESTATE,油塘,油塘,LEI YUE MUN ROADO/S YAU TONG ESTATE,鯉魚門道油塘外,鲤鱼门道油塘外,22.299326261,114.238660991,"[[""22.299326261"",""114.238660991""],[""22.299331504"",""114.238718668""],[""22.300032256"",""114.238475963""],[""22.300424866"",""114.238324867""],[""22.300624742"",""114.238224929""],[""22.30085317"",""114.238080972""],[""22.301010214"",""114.237992932""],[""22.30111967"",""114.237878718""],[""22.301349287"",""114.237720484""]]"
14B,5,ST. ANTONIUS GIRLS' COLLEGE,聖安當女書院,圣安当女书院,LEI YUE MUN ROADOPP. ST. ANTONIUS GIRLS'COLLEGE,鯉魚門道聖安當女書院對面,鲤鱼门道圣安当女书院对面,22.301344963,114.237709604,"[[""22.301344963"",""114.237709604""],[""22.301349287"",""114.237720484""],[""22.301638391"",""114.23751585""],[""22.301813282"",""114.237423051""],[""22.302227308"",""114.237142275""],[""22.302841209"",""114.236696126""]]"
14B,9,KWUN TONG STATION,觀塘站,观塘站,"KWUN TONG RDO/S HOUSE 472-484, PHASE 3KWUN TONG INDUSTRIAL CENTRE",觀塘道472-484號觀塘工業中心第三期,观塘道472-484号观塘工业中心第三期,22.311279892,114.227469856,"[[""22.311279892"",""114.227469856""],[""22.311407407"",""114.227426826""],[""22.31184166"",""114.226830771""],[""22.31188211"",""114.226758198""],[""22.311906979"",""114.226676851""],[""22.311917803"",""114.226553564""],[""22.311913044"",""114.226425073""],[""22.311909474"",""114.226342982""],[""22.311939218"",""114.226252562""],[""22.311985616"",""114.226194265""],[""22.312047482"",""114.226156194""],[""22.312228321"",""114.226081241""],[""22.312318742"",""114.226058636""],[""22.312391315"",""114.226065774""],[""22.312444852"",""114.226081241""],[""22.312503149"",""114.226120502""],[""22.312540032"",""114.226187127""],[""22.312568585"",""114.226270409""],[""22.312610225"",""114.226357258""],[""22.312641158"",""114.226422694""],[""22.312692316"",""114.226475042""],[""22.312756799"",""114.226505312""],[""22.312844603"",""114.226496457""],[""22.313280043"",""114.226300151""],[""22.313778541"",""114.22608838""],[""22.313815422"",""114.226047929""],[""22.313810664"",""114.22599558""],[""22.313784489"",""114.225920627""],[""22.313760695"",""114.2258659""],[""22.313735711"",""114.22582188""],[""22.313701208"",""114.225786188""],[""22.313639342"",""114.225758824""],[""22.313363325"",""114.225627954""],[""22.313327632"",""114.225591072""],[""22.313303838"",""114.225547052""],[""22.31329908"",""114.225481618""],[""22.313347858"",""114.225362645""],[""22.313371653"",""114.225262706""],[""22.313428759"",""114.225097334""]]"
14B,10,YUE MAN SQUARE,裕民坊,裕民坊,YUE MAN SQUAREO/S HOUSE NO.44A,裕民坊門牌44A對開,裕民坊门牌44A对开,22.313405072,114.225070925,"[[""22.313405072"",""114.225070925""],[""22.313428759"",""114.225097334""],[""22.313483487"",""114.224975981""],[""22.31358208"",""114.224812362""],[""22.313879668"",""114.224083683""],[""22.314011727"",""114.223840979""],[""22.314084301"",""114.223662519""],[""22.314130701"",""114.223623258""],[""22.314188998"",""114.223601843""],[""22.31427109"",""114.223601843""],[""22.314323438"",""114.223587566""],[""22.31435794"",""114.223556634""],[""22.314388872"",""114.223513803""],[""22.314860005"",""114.222303847""],[""22.314895697"",""114.222199151""],[""22.314915922"",""114.222114679""],[""22.3149302"",""114.222011173""],[""22.314928887"",""114.221854903""],[""22.314911164"",""114.221728017""],[""22.314869523"",""114.221544799""],[""22.314836211"",""114.221390134""],[""22.314802898"",""114.221220002""],[""22.314781484"",""114.22109865""],[""22.314768396"",""114.220983246""],[""22.314777914"",""114.220844047""],[""22.314798139"",""114.220728643""],[""22.31488499"",""114.220532339""],[""22.314998014"",""114.220319376""],[""22.315176473"",""114.220065964""],[""22.315238557"",""114.21992075""],[""22.315343037"",""114.219693578""]]"
14B,11,NGAU TAU KOK STATION,牛頭角站,牛头角站,NGAU TAU KOK RD O/S NGAU TAU KOK STATION,牛頭角道牛頭角站對開,牛头角道牛头角站对开,22.315576862,114.219257956,"[[""22.315576862"",""114.219257956""],[""22.315343037"",""114.219693578""],[""22.315366718"",""114.219650426""],[""22.315422636"",""114.219609975""],[""22.315471414"",""114.219593319""],[""22.315516625"",""114.219576662""],[""22.315559455"",""114.219526694""],[""22.315912805"",""114.219037714""],[""22.316264964"",""114.218637965""],[""22.316601659"",""114.218185867""],[""22.316883625"",""114.217800395""]]"
